1,KA1,Rubirizi,1,1,0,0,1450,1186,4.8,1.3,3.69,2022.32,0.02,20,1.71,90,3.75,345.68,14.4,64147.52,2672.81,1247.6,105.2,6,0,0,7,3,8,0,7,1,0,1,32,32,51,3,1,2,365,14,11.80438449,9,7.588532884,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1699.89805,0,0,2.647876118,1.968041677,5.460854758,0.726737516,0.364056984,15,2,Cluster2,0,1,0,0,5,1,4,0,,,,,,,,,2,,,,,,,,,,,,,,,1,,8,1,,,,,,,,,,,,,,10,,2,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,5,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,42,,,,,,,391.38,,,391.38,391.38,391.38,,,2,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,355.8,,,,,,,,,,,,3,,,,,,,,,1,2,6,,,,,,,,,,,,,,,,,1980.32,2022.32
10,KA10,Rubirizi,3,0,0,1,1383,250,4.9,1.3,3.77,310.5,0.08,80,1.24,33.1,1.58,65.25,3.11,4474.36,213.06,336.64,134.7,4,2,3,5,5,2,1,4,1,0,1,9,9,24,4,0,1,7.45,8,32,13,52,6,0,1,0,0,1,0,0,0,0,1,0,0,3,319.8427595,50,24362.13992,2.419771761,1.77999106,4.006918871,0.657296183,0.267127925,15,2,Cluster2,0,1,0,0,4,2,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,10,1,,,,,,,,,,,,,,,25,,,,,,,12.5,,,,,,1,,5,,,,3,,,,,,,30,,3,,,,,,,,,,,,1,,,,,,,96.5,,,,,,,75,,,,,,,,,1,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1,,90,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,214,310.5
11,KA11,Rubirizi,3,0,0,1,1337,92,5.1,1.3,3.92,271.4,0.3,300,2.95,132.5,4.73,600.97,21.46,100855.34,3601.98,371.97,404.3,2,2,0,9,4,11,4,8,1,0,1,40,40,20,12,1,2,365,14,152.173913,13,141.3043478,5,1,1,0,1,1,0,0,0,0,1,0,0,4,336.4337908,1950,333333.3333,2.595140393,0.268719262,1.096530668,0.079802689,0.037811402,29,4,Cluster4,0,0,0,1,3,1,1,1,,,,,,,,,1,3,,,,,,,,,,,,,,4,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,30,,3,1,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,30,,,,85,,,,,,,20,,,,,,,,,1,,,,,,,,,,,,,,,,,,9.2,,,,1,,,,,,,,,,,,,,100,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,32.2,,,2,,,,,,,,,,,,,,,,,,,5,10,,,,2,1,,,,,,,,,,,,186.4,271.4
2,KA2,Rubirizi,3,0,0,1,1411,433,4.8,1.3,3.69,2291.7,0.04,40,5.29,45.5,2.84,207.54,12.97,30625.34,1914.08,802.53,185.3,2,0,0,3,6,5,0,4,1,0,1,20,20,15,3,0,1,365,4,9.237875289,11,25.40415704,4,0,1,0,0,1,1,0,0,0,0,0,1,4,406.9105743,0,0,2.726972983,1.259099568,2.120387984,0.435618555,0.117799332,18,2,Cluster2,0,1,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,30,,,,,,20,,,,,,,,1,,1732,,1,,,1,,,,,,6,,,,,,,,70,,,,,,1,259.8,,,,2125.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.9,2291.7
3,KA3,Rubirizi,3,0,0,1,1411,227,4.8,1.3,3.69,992.8,0.08,80,4.37,32.6,1.81,47.75,2.65,1712.35,95.13,806.79,355.4,4,0,1,7,3,3,2,5,1,0,1,2,2,25,6,0,0,365,5,22.02643172,12,52.86343612,5,1,1,1,0,1,0,0,0,0,0,0,0,3,607.291865,336,37540.74074,3.440549294,1.849658915,3.336137934,0.598393242,0.151642633,22,2,Cluster2,0,1,0,0,4,1,1,2,,,,,,,,,,45.4,,,,,,,,,,,,,,,,20,,56.75,,,,,,,,,,,,,,,3,,,,2,40,,,,,,,,,,45.4,,,,,,,34.05,,,,,,,,,,20,,,,,,,,,100,,,,,,1,,,,20,,,,,,,181.6,,,,569.2,,,,,,,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,423.6,992.8
4,KA4,Rubirizi,3,0,0,1,1416,337,4.7,1.3,3.62,987.1,0.04,40,2.93,28.1,1.87,84.99,5.67,7723.11,514.87,461.3,136.9,4,0,1,6,2,2,0,3,1,0,1,3,3,22,6,0,0,365,4,11.8694362,10,29.6735905,5,0,1,0,0,1,1,0,0,0,0,0,0,3,375.3795452,0,0,1.369078968,0.992399569,2.193712251,0.399370966,0.182809354,12,2,Cluster2,0,1,0,0,3,1,0,2,,,,,,40,,,,3,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,1,30,,,,,,,,,,1,,,,,,,20,,,,,,,,,,674,,7,,,,,,,80,,,,,,,,,,,,,,,,,,,,,860,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.1,987.1
5,KA5,Rubirizi,3,0,0,1,1394,171,4.9,1.3,3.77,289.15,0.08,80,1.69,37,2.64,226.95,16.21,57635.68,4116.83,389,227.5,2,1,1,4,3,3,0,5,1,0,1,11,11,61,4,0,2,365,4,23.39181287,10,58.47953216,6,0,1,0,0,0,0,0,1,0,0,0,0,2,292.6306655,0,0,1.820828298,1.121834675,2.435799562,0.451459485,0.202983297,12,2,Cluster2,0,1,0,0,5,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,51.3,,,,,1,2,,4,,40,,,,,,,,,30,,,,,,,,,,,,,,,,,20,,,,154.3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.85,289.15
6,KA6,Rubirizi,3,0,0,1,1376,308,4.9,1.3,3.77,760.4,0.05,50,2.47,37.3,2.49,166.79,11.12,28027.49,1868.5,436.15,141.6,3,1,1,4,3,3,0,8,1,0,1,11,11,32,5,0,0,365,5,16.23376623,10,32.46753247,6,0,1,0,0,1,1,0,0,0,1,0,0,4,359.4146012,0,0,4.824627179,1.263727605,2.269151881,0.352649903,0.063031997,36,2,Cluster2,0,1,0,0,5,2,1,2,,,5,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,2,,431.2,,,,,,,,,6,,,,,,,,,,,,,,2,,,40,,,,530.2,,,,,,,123.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,230.2,760.4
7,KA7,Rubirizi,3,0,0,1,1384,114,5.1,1.3,3.92,366,0.18,180,3.21,82.9,4.15,198.31,9.92,20243.17,1012.16,583.03,511.4,4,1,1,5,3,6,3,9,1,0,1,14,14,32,3,0,1,365,9,78.94736842,11,96.49122807,6,1,1,0,0,1,1,0,0,0,0,1,0,4,624.0377601,372.5,167263.3745,6.695486346,2.326883707,7.083971568,0.601075403,0.147582741,48,4,Cluster4,0,0,0,1,2,1,0,1,,,10,,,20,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,20,,,,,,,20,,,,,50,1,,9,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,239,,,,2,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,1,,,1,,,,8,,,,,,,,,,20,,,,,,,,127,366
8,KA8,Rubirizi,3,0,0,1,1353,57,5.4,1.3,4.15,87.8,0.23,230,1.54,63,4.85,373.38,28.72,76884.65,5914.2,208.07,365,0,0,0,3,2,8,0,8,1,0,1,4,8,35,1,0,1,365,4,70.1754386,8,140.3508772,3,0,0,0,0,1,0,0,0,0,0,0,0,1,169.8232176,0,0,2.703756427,0.831694541,1.649954815,0.269066036,0.074997946,22,2,Cluster2,0,1,0,0,1,0,0,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,8,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,7,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,60.8,87.8
9,KA9,Rubirizi,3,0,0,1,1352,121,5.4,1.3,4.15,197.95,0.12,120,1.64,47.5,3.17,214.54,14.3,39504.58,2633.64,313.85,259.4,1,0,1,7,2,4,0,5,1,0,1,4,4,78,0,0,0,365,6,49.58677686,9,74.38016529,5,0,1,0,0,0,0,0,0,0,0,0,0,1,200.2284301,0,0,5.117571146,2.499184684,7.549058515,0.702936714,0.215687386,35,2,Cluster2,0,1,0,0,4,2,1,1,,,,,,10,,,,,,,,,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,2,,,,20,,,,,,,,,,,,,,,,,12.1,,,,62.1,,,,,,,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,2,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.35,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,135.85,197.95
12,KB1,Rubirizi,3,0,0,1,1318,143,5.5,1.3,4.23,226.65,0.09,90,1.58,32,2.46,90.08,6.93,8928.01,686.77,403.17,281.9,4,0,0,6,1,2,0,5,1,0,1,40,40,75,0,1,1,365,6,41.95804196,6,41.95804196,4,0,1,0,0,0,0,0,1,0,0,0,0,2,362.0115911,0,0,3.449983797,1.597742473,2.717423602,0.490391385,0.104516292,26,2,Cluster2,0,1,0,0,3,0,2,1,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,10,,,,,,,20,,7.15,,,,48.15,,,,,,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,57.2,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,178.5,226.65
21,KB10,Rubirizi,3,0,0,1,1308,1342,5.7,1.3,4.38,448.5,0.02,20,0.33,98.5,4.69,302.08,14.38,41618.88,1981.85,869.73,64.8,2,0,1,7,4,7,0,6,1,0,1,50,50,44,2,0,0,365,14,10.43219076,6,4.470938897,5,0,1,0,0,0,0,0,0,0,1,0,0,2,894.7989008,0,0,4.507377453,2.73971832,10.83597884,0.831266362,0.401332549,27,2,Cluster2,0,1,0,0,3,1,1,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1,,,,24,,,,,,5,,,,,,,,,,1,9,,,,48,,,,1,,,10,,,,,,,,1,,,,,,,,,,,,,,,,,2,,20,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,,,,,3,,335.5,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,2,,400.5,448.5
22,KB11,Rubirizi,3,0,0,1,1288,609,6,1.3,4.62,388.5,0.02,20,0.64,33.5,2.39,176.22,12.59,35122.89,2508.78,665.96,109.4,2,1,0,6,2,3,1,9,1,0,1,14,14,42,0,0,1,365,5,8.210180624,9,14.77832512,5,0,1,0,0,0,0,0,0,0,1,0,0,2,866.4363666,151.875,74000,2.883739488,1.266967572,2.112388082,0.409883588,0.09601764,22,2,Cluster2,0,1,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,20,,,,32,,,,,,,60.9,,,,,,,,,,,,,,,,,,,,,,,,,2,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.6,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,356.5,388.5
23,KB12,Rubirizi,3,0,0,1,1285,384,6,1.3,4.62,281.52,0.06,60,0.73,35.8,1.63,115.55,5.25,21379.85,971.81,371.29,96.7,3,1,2,11,3,2,0,9,1,0,1,8,8,38,0,0,0,365,8,20.83333333,14,36.45833333,6,0,1,0,1,0,0,0,0,0,0,0,0,2,336.0401128,0,0,2.869076518,1.93653607,4.995594101,0.698457746,0.312224631,16,2,Cluster2,0,1,0,0,6,3,1,2,,,,,,10,,,,,,,,,,,,2,,,,,,2,,1,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,7.68,,,,,,,10,,1,,,,1,,2,,,1,,,,,,,,45,,,,,,,,,,,,,,,,,3.84,,,,90.52,,,,,,,15,,,,,,,,,,,,,,,,,,2,,,,,,,,,15,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,191,281.52
13,KB2,Rubirizi,3,0,0,1,1314,152,5.7,1.3,4.38,197.8,0.1,100,1.3,74.5,4.97,213.9,14.26,25171.44,1678.1,492.6,324.1,0,1,0,4,4,6,3,7,1,0,1,15,15,40,0,0,1,365,7,46.05263158,8,52.63157895,4,1,1,0,0,0,1,0,1,0,0,0,0,3,392.1107582,939.375,382000,1.576185243,0.128537216,1.037470622,0.046360001,0.064841914,16,4,Cluster4,0,0,0,1,1,0,0,1,,,,,,,,,5,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,2,,,,,,,2,,,,,,,,,,,,20,,,,,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,53.2,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,1,,,,,,153.8,197.8
14,KB3,Rubirizi,3,0,0,1,1288,559,6,1.3,4.62,325.6,0.03,30,0.58,40,2.67,251.46,16.76,49887.7,3325.85,551.99,98.7,1,0,0,7,3,4,2,8,1,0,1,15,16,28,3,0,1,365,7,12.52236136,7,12.52236136,4,1,1,0,0,1,0,1,0,0,1,0,1,5,441.034338,53,27955.55556,4.512080131,2.242839518,4.431077624,0.673079792,0.158252772,28,2,Cluster2,0,1,0,0,3,1,2,0,,,,,,2,,,2,,,,,,,,,,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,4,,,,,,,2,,,,,,,,,,,,20,,,,,,,,,,,,,41,,,,,,,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,27.95,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,139.75,,4,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,284.6,325.6
15,KB4,Rubirizi,3,0,0,1,1384,837,6.5,1.3,5,509.8,0.02,20,0.61,53.7,2.98,169.98,9.44,16245.66,902.54,1164.1,139.1,1,0,0,10,2,5,2,4,1,0,1,16,14,52,0,0,0,365,6,7.168458781,12,14.33691756,4,1,1,0,1,0,1,0,0,0,0,0,1,4,1197.983152,522,65081.48148,2.419955615,1.050823254,1.871415274,0.370894503,0.110083251,17,2,Cluster2,0,1,0,0,4,1,0,3,,,,,,6,,,10,,,,,,,,,3,,,,,,3,,4,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,4,10,,,,,,,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,334.8,,,,,,,5,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,458.8,509.8
16,KB5,Rubirizi,3,0,0,1,1377,581,6.6,1.3,5.08,447.5,0.04,40,0.77,60,2.73,249.87,11.36,38449.82,1747.72,703.21,121,2,0,1,8,5,6,0,9,1,0,1,14,14,38,3,0,0,365,9,15.49053356,12,20.65404475,5,0,1,0,0,1,0,0,0,0,1,0,0,3,717.5388829,0,0,2.481244938,2.200173347,7.295955882,0.857784323,0.561227376,13,2,Cluster2,0,1,0,0,6,2,2,2,,,,,,,,,1,,,,,,,,,,,,,,,4,,1,,,,,,,,4,,,,,,,,,2,,,,,,,,,,,,,,,,13,,,4,,,10,,,,,,,,3,,,,,,,,,,,15,,,,,,,,1,,25,,,,,,,20,,,,103,,,,1,,,58.1,1,,,,,,,,,,,,,,,,,,,6,,,,,,,30,,,,,,,,,,,,,,,,,,10,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.4,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,344.5,447.5
17,KB6,Rubirizi,3,0,0,1,1315,2093,6.3,1.3,4.85,3085.9,0.01,10,1.47,29.5,2.46,99.95,8.33,10362.72,863.56,3738.1,178.6,0,1,1,5,3,2,5,7,1,0,1,14,6,30,2,0,1,365,3,1.433349259,9,4.300047778,5,1,1,0,0,0,0,1,0,0,0,0,0,2,3892.250027,2791.25,582666.6667,4.949738319,2.212705406,5.581547789,0.6174672,0.155042994,36,3,Cluster3,0,0,1,0,2,2,0,0,,,,,,1883.7,,,3,,,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,1,,,,300,,3,,,,,,,,,,,,,,,,,,,2205.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.2,3085.9
18,KB7,Rubirizi,3,0,0,1,1300,837,6.1,1.3,4.69,420.4,0.01,10,0.5,49,4.08,248.28,20.69,48459.04,4038.25,856.4,102.3,0,0,1,4,2,5,0,4,1,0,1,6,2,58,0,0,0,365,7,8.363201912,5,5.973715651,4,0,1,0,0,0,0,0,0,0,0,0,0,1,800.8320737,0,0,4.462798287,2.052762796,3.928292914,0.622835073,0.14549233,27,2,Cluster2,0,1,0,0,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,10,,,,,1,,,,,,,,,,,,167.4,,,,180.4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,1,,,1,,,,2,,,,,,,,,,,,,,,,,,240,420.4
19,KB8,Rubirizi,3,0,0,1,1285,2095,6.1,1.3,4.69,1414.38,0.02,20,0.68,135.2,3.76,762.99,21.19,156176.86,4338.25,2562.33,122.3,4,1,0,13,4,14,0,7,1,0,1,2,2,40,0,1,0,365,20,9.546539379,15,7.159904535,5,0,1,0,0,1,0,0,0,0,0,0,0,2,2773.675046,0,0,2.436879315,0.121697131,1.033414265,0.037807339,0.041336571,25,2,Cluster2,0,1,0,0,3,1,0,2,,,,,,20,,,7,,,,,,,,,,,,,,,3,,4,,,5,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,209.5,,,,,1,1,,3,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,209.5,,,,472,,,,,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,20,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,1,,8,,1,,,2,,,,,,890.375,1,1,,,,,1,,,,,,,1,,1,,,,,1,4,,,1,,,,,,,,,,,,,,,942.375,1414.375
20,KB9,Rubirizi,3,0,0,1,1281,3983,6.1,1.3,4.69,2361.31,0.01,10,0.59,103,4.68,346.96,15.77,54923.39,2496.52,3926.13,98.6,4,1,1,5,3,8,1,5,1,0,1,24,24,75,0,0,0,365,11,2.761737384,11,2.761737384,6,0,1,0,0,0,0,0,0,0,0,0,0,1,4715.789546,10,4872.427984,3.054554593,1.055149202,1.738357065,0.332011117,0.072431544,24,2,Cluster2,0,1,0,0,5,2,2,1,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,5,,,,,,,,,,,79.66,,,,,6,1,,1,,,,,,,3,,,,398.3,,,,,,,,,,,,,,,,,,,,,500.96,,,,,,,10,1,,,,,,,1,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,1,,1792.35,,,,,,,,,,,,,,,,,,,,,,6,,,,,4,,,,,,,1,,,,,,1860.35,2361.31
24,R1,Rubirizi,3,0,0,1,1462,538,2.9,1.2,2.42,784.35,0.05,50,1.46,64.5,2.58,268.02,10.72,47810.06,1912.4,1385.23,257.5,6,0,1,12,2,4,1,4,0,1,2,35,35,65,0,0,0,365,11,20.44609665,14,26.02230483,5,0,1,0,0,0,0,0,1,0,0,0,0,2,721.4860967,105,7000,2.753881952,1.252218314,2.495804274,0.394020486,0.103991845,24,2,Cluster2,0,1,0,0,5,2,1,2,,,,,,4,,,2,,,,,,,,,,1,,,,,3,,2,,,,,,,,,,,,,,,2,,6,,,2,,,,,,,,,,,,6,,,1,4,,1,10,,,,,6,1,,1,,20,6,,,,,,,,70,,,,,,10,,6.555,10,,,,,,,,20,39.33,,,233.885,,,,,,,131.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,200,,,,,,,,,,,,50,,,,,,,,,2,10,3,,,5,,,,,,,,,,,,,,534.1,767.985
33,R10,Rubirizi,3,0,0,1,1526,646,2.6,1.2,2.17,437.1,0.02,20,0.68,43.5,2.72,223.77,13.99,42023.06,2626.44,858.89,133,0,0,0,9,3,4,0,8,1,0,1,20,55,43,5,0,1,365,7,10.83591331,8,12.38390093,3,0,1,0,0,0,0,0,1,0,0,0,0,2,853.5055676,0,0,3.698157605,0.8137276,1.570851583,0.219122609,0.038313453,41,2,Cluster2,0,1,0,0,1,1,0,0,,,,,,1,,,3,,,,,,,,,,,,,,,2,,7,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,30,,,,20,,1,81.36,,,,,,,,6,,813.6,4,,,,,,,,20,,,,,,1,,2,20,,,,,,,,30,,,,1044.96,,,,,,,203.4,,4,,,,,,,,,,,,,,,,,,,1,,,,,,101.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,29,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,358.1,1403.06
34,R11,Rubirizi,3,0,0,1,1547,1503,2.6,1.2,2.17,1456.73,0.01,10,0.97,77.5,3.69,410.94,19.57,77046.58,3668.88,2322.86,154.5,1,2,0,7,3,8,0,7,1,0,1,14,20,35,0,0,1,365,8,5.322687957,12,7.984031936,5,0,1,0,0,0,1,0,1,0,0,0,0,3,2429.745173,0,0,3.740486579,1.262246268,2.428660176,0.349563823,0.065639464,37,2,Cluster2,0,1,0,0,2,0,0,2,,,,,4,5,,,7,,,,20,,,,,,,,,6,,4,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,,,,,,,,,,20,,1,40,,,,,8,1,,3,,,,,,,,,,,15,,,,,,,,,,,,,,,,,20,,,,159,,,,,,3,10,,20,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,,,,,,,67,,1,,,,,,,,,,,,,,,,,,,,15,5,,,,,,,,,,,,,,,,,161,320
25,R2,Rubirizi,3,0,0,1,1485,764,2.9,1.2,2.42,816.4,0.02,20,1.07,30.2,2.01,122.87,8.19,18493.52,1232.9,1211.04,158.5,3,0,0,8,2,2,1,7,0,1,2,30,30,60,0,0,1,365,8,10.47120419,6,7.853403141,4,0,1,0,0,0,0,0,1,0,0,0,0,2,819.9573479,75,5000,3.311174918,1.317678396,2.230560404,0.420245839,0.096980887,23,2,Cluster2,0,1,0,0,3,1,1,1,,,,,,,,,,,,,100,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,5,,4,,,,,,10,2,,5,,,,9,,,3,,,,970.5,,,,,,,,,,,,,,,,,10,10,,,1134.5,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,5,,210,,,,,,,,,,,,10,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,319.7,1454.2
26,R3,Rubirizi,3,0,0,1,1490,427,2.9,1.2,2.42,356.72,0.09,90,0.84,114.5,3.09,494.33,13.36,97568.66,2636.99,801.06,187.6,2,2,0,18,5,10,3,7,0,1,2,10,10,47,0,0,0,365,15,35.12880562,20,46.83840749,5,1,1,1,1,0,0,0,1,0,0,0,0,4,615.9554429,320,80213.99177,2.470748072,0.761438803,1.476492924,0.239592796,0.061520538,24,2,Cluster2,0,1,0,0,3,1,1,1,,,,,,,,,3,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,,,1,,,,,,2,,1,,,,,,,3,,,,20,,,,,,,,,,5,,,,,,,3.95,,,,46.95,,,,,,,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,139.5,186.45
